,cost f,spectral gap,gamma,tau
0,14.347479231424344,0.01749005722295216,0.18,2.0
1,6.094975611727091,0.019956693793891978,0.18871875137200228,1.9281249876890483
2,8.372933036165415,0.020633060630479427,0.19107871213517946,1.9162224370453669
3,9.834373518983355,0.023786447855834725,0.20149100914410822,1.8125518091036543
4,12.080994668330936,0.024015241072130156,0.202698061837349,1.9364456474676883
5,11.253351857224434,0.02532320233783314,0.2076439613534029,2.0551466099507447
6,11.750666099342054,0.026183070399369845,0.21023951103719546,2.055146607681597
7,12.278920883681565,0.027822430771625162,0.21536960026239083,2.1003299295413127
8,8.615068449913297,0.03620478100638058,0.23690656028863,2.0543852123325967
9,9.4554516091567,0.03620986482427635,0.23691957389635837,2.0546547993403523
10,6.357265081114815,0.040298832080627456,0.24647935975948954,2.1129812118052005
